,Unnamed: 0,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
2152,2152,Afghanistan,2052,50-54,50,1.0Mio.,1.0Mio.
2153,2153,Afghanistan,2052,55-59,55,1.0Mio.,1.0Mio.
2154,2154,Afghanistan,2052,60-64,60,1.0Mio.,1.0Mio.
2155,2155,Afghanistan,2052,65-69,65,785.294,812.541
2156,2156,Afghanistan,2052,70-74,70,524.115,573.675
2157,2157,Afghanistan,2052,75-79,75,299.292,349.408
2158,2158,Afghanistan,2052,80-84,80,138.673,179.857
2159,2159,Afghanistan,2052,85-89,85,48.945,70.596
2160,2160,Afghanistan,2052,90-94,90,11.299,18.543
2161,2161,Afghanistan,2052,95-99,95,1.501,2.959
2162,2162,Afghanistan,2052,100+,100,0.056,0.166
2163,2163,Afghanistan,2053,0-4,0,2.0Mio.,2.0Mio.
2164,2164,Afghanistan,2053,5-9,5,2.0Mio.,2.0Mio.
2165,2165,Afghanistan,2053,10-14,10,2.0Mio.,2.0Mio.
2166,2166,Afghanistan,2053,15-19,15,2.0Mio.,2.0Mio.
2167,2167,Afghanistan,2053,20-24,20,2.0Mio.,2.0Mio.
2168,2168,Afghanistan,2053,25-29,25,2.0Mio.,2.0Mio.
2169,2169,Afghanistan,2053,30-34,30,2.0Mio.,2.0Mio.
2170,2170,Afghanistan,2053,35-39,35,2.0Mio.,2.0Mio.
2171,2171,Afghanistan,2053,40-44,40,2.0Mio.,2.0Mio.
2172,2172,Afghanistan,2053,45-49,45,2.0Mio.,2.0Mio.
2173,2173,Afghanistan,2053,50-54,50,1.0Mio.,1.0Mio.
2174,2174,Afghanistan,2053,55-59,55,1.0Mio.,1.0Mio.
2175,2175,Afghanistan,2053,60-64,60,1.0Mio.,1.0Mio.
2176,2176,Afghanistan,2053,65-69,65,815.496,839.853
2177,2177,Afghanistan,2053,70-74,70,545.924,602.064
2178,2178,Afghanistan,2053,75-79,75,314.392,366.582
2179,2179,Afghanistan,2053,80-84,80,144.728,188.073
2180,2180,Afghanistan,2053,85-89,85,50.882,73.889
2181,2181,Afghanistan,2053,90-94,90,12.143,19.771
2182,2182,Afghanistan,2053,95-99,95,1.793,3.465
2183,2183,Afghanistan,2053,100+,100,0.059,0.173
2184,2184,Afghanistan,2054,0-4,0,2.0Mio.,2.0Mio.
2185,2185,Afghanistan,2054,5-9,5,2.0Mio.,2.0Mio.
2186,2186,Afghanistan,2054,10-14,10,2.0Mio.,2.0Mio.
2187,2187,Afghanistan,2054,15-19,15,2.0Mio.,2.0Mio.
2188,2188,Afghanistan,2054,20-24,20,2.0Mio.,2.0Mio.
2189,2189,Afghanistan,2054,25-29,25,2.0Mio.,2.0Mio.
2190,2190,Afghanistan,2054,30-34,30,2.0Mio.,2.0Mio.
2191,2191,Afghanistan,2054,35-39,35,2.0Mio.,2.0Mio.
2192,2192,Afghanistan,2054,40-44,40,2.0Mio.,2.0Mio.
2193,2193,Afghanistan,2054,45-49,45,2.0Mio.,2.0Mio.
2194,2194,Afghanistan,2054,50-54,50,1.0Mio.,1.0Mio.
2195,2195,Afghanistan,2054,55-59,55,1.0Mio.,1.0Mio.
2196,2196,Afghanistan,2054,60-64,60,1.0Mio.,1.0Mio.
2197,2197,Afghanistan,2054,65-69,65,849.1,872.353
2198,2198,Afghanistan,2054,70-74,70,569.34,631.025
2199,2199,Afghanistan,2054,75-79,75,329.955,385.99
2200,2200,Afghanistan,2054,80-84,80,150.703,196.839
2201,2201,Afghanistan,2054,85-89,85,51.732,76.291
2202,2202,Afghanistan,2054,90-94,90,12.03,19.938
2203,2203,Afghanistan,2054,95-99,95,1.74,3.444
2204,2204,Afghanistan,2054,100+,100,0.062,0.181
2205,2205,Afghanistan,2055,0-4,0,2.0Mio.,2.0Mio.
2206,2206,Afghanistan,2055,5-9,5,2.0Mio.,2.0Mio.
2207,2207,Afghanistan,2055,10-14,10,2.0Mio.,2.0Mio.
2208,2208,Afghanistan,2055,15-19,15,2.0Mio.,2.0Mio.
2209,2209,Afghanistan,2055,20-24,20,2.0Mio.,2.0Mio.
2210,2210,Afghanistan,2055,25-29,25,2.0Mio.,2.0Mio.
2211,2211,Afghanistan,2055,30-34,30,2.0Mio.,2.0Mio.
2212,2212,Afghanistan,2055,35-39,35,2.0Mio.,2.0Mio.
2213,2213,Afghanistan,2055,40-44,40,2.0Mio.,2.0Mio.
2214,2214,Afghanistan,2055,45-49,45,2.0Mio.,2.0Mio.
2215,2215,Afghanistan,2055,50-54,50,2.0Mio.,1.0Mio.
2216,2216,Afghanistan,2055,55-59,55,1.0Mio.,1.0Mio.
2217,2217,Afghanistan,2055,60-64,60,1.0Mio.,1.0Mio.
2218,2218,Afghanistan,2055,65-69,65,886.596,911.74
2219,2219,Afghanistan,2055,70-74,70,594.607,659.885
2220,2220,Afghanistan,2055,75-79,75,346.157,407.906
2221,2221,Afghanistan,2055,80-84,80,157.113,206.736
2222,2222,Afghanistan,2055,85-89,85,51.631,78.118
2223,2223,Afghanistan,2055,90-94,90,10.586,18.866
2224,2224,Afghanistan,2055,95-99,95,1.133,2.595
2225,2225,Afghanistan,2055,100+,100,0.065,0.191
2226,2226,Afghanistan,2056,0-4,0,2.0Mio.,2.0Mio.
2227,2227,Afghanistan,2056,5-9,5,2.0Mio.,2.0Mio.
2228,2228,Afghanistan,2056,10-14,10,2.0Mio.,2.0Mio.
2229,2229,Afghanistan,2056,15-19,15,2.0Mio.,2.0Mio.
2230,2230,Afghanistan,2056,20-24,20,2.0Mio.,2.0Mio.
2231,2231,Afghanistan,2056,25-29,25,2.0Mio.,2.0Mio.
2232,2232,Afghanistan,2056,30-34,30,2.0Mio.,2.0Mio.
2233,2233,Afghanistan,2056,35-39,35,2.0Mio.,2.0Mio.
2234,2234,Afghanistan,2056,40-44,40,2.0Mio.,2.0Mio.
2235,2235,Afghanistan,2056,45-49,45,2.0Mio.,2.0Mio.
2236,2236,Afghanistan,2056,50-54,50,2.0Mio.,2.0Mio.
2237,2237,Afghanistan,2056,55-59,55,1.0Mio.,1.0Mio.
2238,2238,Afghanistan,2056,60-64,60,1.0Mio.,1.0Mio.
2239,2239,Afghanistan,2056,65-69,65,920.311,950.537
2240,2240,Afghanistan,2056,70-74,70,616.107,681.762
2241,2241,Afghanistan,2056,75-79,75,361.771,427.377
2242,2242,Afghanistan,2056,80-84,80,168.031,218.733
2243,2243,Afghanistan,2056,85-89,85,57.262,85.329
2244,2244,Afghanistan,2056,90-94,90,12.682,22.188
2245,2245,Afghanistan,2056,95-99,95,1.42,3.107
2246,2246,Afghanistan,2056,100+,100,0.068,0.203
2247,2247,Afghanistan,2057,0-4,0,2.0Mio.,2.0Mio.
2248,2248,Afghanistan,2057,5-9,5,2.0Mio.,2.0Mio.
2249,2249,Afghanistan,2057,10-14,10,2.0Mio.,2.0Mio.
2250,2250,Afghanistan,2057,15-19,15,2.0Mio.,2.0Mio.
2251,2251,Afghanistan,2057,20-24,20,2.0Mio.,2.0Mio.
2252,2252,Afghanistan,2057,25-29,25,2.0Mio.,2.0Mio.
2253,2253,Afghanistan,2057,30-34,30,2.0Mio.,2.0Mio.
2254,2254,Afghanistan,2057,35-39,35,2.0Mio.,2.0Mio.
2255,2255,Afghanistan,2057,40-44,40,2.0Mio.,2.0Mio.
2256,2256,Afghanistan,2057,45-49,45,2.0Mio.,2.0Mio.
2257,2257,Afghanistan,2057,50-54,50,2.0Mio.,2.0Mio.
2258,2258,Afghanistan,2057,55-59,55,1.0Mio.,1.0Mio.
2259,2259,Afghanistan,2057,60-64,60,1.0Mio.,1.0Mio.
2260,2260,Afghanistan,2057,65-69,65,957.263,995.426
2261,2261,Afghanistan,2057,70-74,70,639.003,703.939
2262,2262,Afghanistan,2057,75-79,75,377.359,448.9
2263,2263,Afghanistan,2057,80-84,80,178.065,230.324
2264,2264,Afghanistan,2057,85-89,85,61.399,91.018
2265,2265,Afghanistan,2057,90-94,90,14.279,24.635
2266,2266,Afghanistan,2057,95-99,95,1.939,3.984
2267,2267,Afghanistan,2057,100+,100,0.072,0.216
2268,2268,Afghanistan,2058,0-4,0,2.0Mio.,2.0Mio.
2269,2269,Afghanistan,2058,5-9,5,2.0Mio.,2.0Mio.
2270,2270,Afghanistan,2058,10-14,10,2.0Mio.,2.0Mio.
2271,2271,Afghanistan,2058,15-19,15,2.0Mio.,2.0Mio.
2272,2272,Afghanistan,2058,20-24,20,2.0Mio.,2.0Mio.
2273,2273,Afghanistan,2058,25-29,25,2.0Mio.,2.0Mio.
2274,2274,Afghanistan,2058,30-34,30,2.0Mio.,2.0Mio.
2275,2275,Afghanistan,2058,35-39,35,2.0Mio.,2.0Mio.
2276,2276,Afghanistan,2058,40-44,40,2.0Mio.,2.0Mio.
2277,2277,Afghanistan,2058,45-49,45,2.0Mio.,2.0Mio.
2278,2278,Afghanistan,2058,50-54,50,2.0Mio.,2.0Mio.
2279,2279,Afghanistan,2058,55-59,55,1.0Mio.,1.0Mio.
2280,2280,Afghanistan,2058,60-64,60,1.0Mio.,1.0Mio.
2281,2281,Afghanistan,2058,65-69,65,998.176,1.0Mio.
2282,2282,Afghanistan,2058,70-74,70,664.159,728.626
2283,2283,Afghanistan,2058,75-79,75,393.466,472.098
2284,2284,Afghanistan,2058,80-84,80,187.107,242.049
2285,2285,Afghanistan,2058,85-89,85,63.954,95.129
2286,2286,Afghanistan,2058,90-94,90,15.308,26.314
2287,2287,Afghanistan,2058,95-99,95,2.319,4.655
2288,2288,Afghanistan,2058,100+,100,0.075,0.231
2289,2289,Afghanistan,2059,0-4,0,2.0Mio.,2.0Mio.
2290,2290,Afghanistan,2059,5-9,5,2.0Mio.,2.0Mio.
2291,2291,Afghanistan,2059,10-14,10,2.0Mio.,2.0Mio.
2292,2292,Afghanistan,2059,15-19,15,2.0Mio.,2.0Mio.
2293,2293,Afghanistan,2059,20-24,20,2.0Mio.,2.0Mio.
2294,2294,Afghanistan,2059,25-29,25,2.0Mio.,2.0Mio.
2295,2295,Afghanistan,2059,30-34,30,2.0Mio.,2.0Mio.
2296,2296,Afghanistan,2059,35-39,35,2.0Mio.,2.0Mio.
2297,2297,Afghanistan,2059,40-44,40,2.0Mio.,2.0Mio.
2298,2298,Afghanistan,2059,45-49,45,2.0Mio.,2.0Mio.
2299,2299,Afghanistan,2059,50-54,50,2.0Mio.,2.0Mio.
2300,2300,Afghanistan,2059,55-59,55,1.0Mio.,1.0Mio.
2301,2301,Afghanistan,2059,60-64,60,1.0Mio.,1.0Mio.
2302,2302,Afghanistan,2059,65-69,65,1.0Mio.,1.0Mio.
2303,2303,Afghanistan,2059,70-74,70,692.446,758.68
2304,2304,Afghanistan,2059,75-79,75,410.424,495.89
2305,2305,Afghanistan,2059,80-84,80,195.225,254.572
2306,2306,Afghanistan,2059,85-89,85,65.45,98.544
2307,2307,Afghanistan,2059,90-94,90,15.182,26.629
2308,2308,Afghanistan,2059,95-99,95,2.25,4.648
2309,2309,Afghanistan,2059,100+,100,0.079,0.248
2310,2310,Afghanistan,2060,0-4,0,2.0Mio.,2.0Mio.
2311,2311,Afghanistan,2060,5-9,5,2.0Mio.,2.0Mio.
2312,2312,Afghanistan,2060,10-14,10,2.0Mio.,2.0Mio.
2313,2313,Afghanistan,2060,15-19,15,2.0Mio.,2.0Mio.
2314,2314,Afghanistan,2060,20-24,20,2.0Mio.,2.0Mio.
2315,2315,Afghanistan,2060,25-29,25,2.0Mio.,2.0Mio.
2316,2316,Afghanistan,2060,30-34,30,2.0Mio.,2.0Mio.
2317,2317,Afghanistan,2060,35-39,35,2.0Mio.,2.0Mio.
2318,2318,Afghanistan,2060,40-44,40,2.0Mio.,2.0Mio.
2319,2319,Afghanistan,2060,45-49,45,2.0Mio.,2.0Mio.
2320,2320,Afghanistan,2060,50-54,50,2.0Mio.,2.0Mio.
2321,2321,Afghanistan,2060,55-59,55,1.0Mio.,1.0Mio.
2322,2322,Afghanistan,2060,60-64,60,1.0Mio.,1.0Mio.
2323,2323,Afghanistan,2060,65-69,65,1.0Mio.,1.0Mio.
2324,2324,Afghanistan,2060,70-74,70,724.429,795.621
2325,2325,Afghanistan,2060,75-79,75,428.599,519.87
2326,2326,Afghanistan,2060,80-84,80,202.92,268.582
2327,2327,Afghanistan,2060,85-89,85,66.09,101.736
2328,2328,Afghanistan,2060,90-94,90,13.449,25.383
2329,2329,Afghanistan,2060,95-99,95,1.471,3.578
2330,2330,Afghanistan,2060,100+,100,0.083,0.266
2331,2331,Afghanistan,2061,0-4,0,2.0Mio.,2.0Mio.
2332,2332,Afghanistan,2061,5-9,5,2.0Mio.,2.0Mio.
2333,2333,Afghanistan,2061,10-14,10,2.0Mio.,2.0Mio.
2334,2334,Afghanistan,2061,15-19,15,2.0Mio.,2.0Mio.
2335,2335,Afghanistan,2061,20-24,20,2.0Mio.,2.0Mio.
2336,2336,Afghanistan,2061,25-29,25,2.0Mio.,2.0Mio.
2337,2337,Afghanistan,2061,30-34,30,2.0Mio.,2.0Mio.
2338,2338,Afghanistan,2061,35-39,35,2.0Mio.,2.0Mio.
2339,2339,Afghanistan,2061,40-44,40,2.0Mio.,2.0Mio.
2340,2340,Afghanistan,2061,45-49,45,2.0Mio.,2.0Mio.
2341,2341,Afghanistan,2061,50-54,50,2.0Mio.,2.0Mio.
2342,2342,Afghanistan,2061,55-59,55,1.0Mio.,1.0Mio.
2343,2343,Afghanistan,2061,60-64,60,1.0Mio.,1.0Mio.
2344,2344,Afghanistan,2061,65-69,65,1.0Mio.,1.0Mio.
2345,2345,Afghanistan,2061,70-74,70,752.814,830.235
2346,2346,Afghanistan,2061,75-79,75,445.983,538.171
2347,2347,Afghanistan,2061,80-84,80,215.379,284.974
2348,2348,Afghanistan,2061,85-89,85,73.944,111.517
2349,2349,Afghanistan,2061,90-94,90,16.098,29.63
2350,2350,Afghanistan,2061,95-99,95,1.831,4.29
2351,2351,Afghanistan,2061,100+,100,0.088,0.286
2352,2352,Afghanistan,2062,0-4,0,2.0Mio.,2.0Mio.
2353,2353,Afghanistan,2062,5-9,5,2.0Mio.,2.0Mio.
2354,2354,Afghanistan,2062,10-14,10,2.0Mio.,2.0Mio.
2355,2355,Afghanistan,2062,15-19,15,2.0Mio.,2.0Mio.
2356,2356,Afghanistan,2062,20-24,20,2.0Mio.,2.0Mio.
2357,2357,Afghanistan,2062,25-29,25,2.0Mio.,2.0Mio.
2358,2358,Afghanistan,2062,30-34,30,2.0Mio.,2.0Mio.
2359,2359,Afghanistan,2062,35-39,35,2.0Mio.,2.0Mio.
2360,2360,Afghanistan,2062,40-44,40,2.0Mio.,2.0Mio.
2361,2361,Afghanistan,2062,45-49,45,2.0Mio.,2.0Mio.
2362,2362,Afghanistan,2062,50-54,50,2.0Mio.,2.0Mio.
2363,2363,Afghanistan,2062,55-59,55,2.0Mio.,2.0Mio.
2364,2364,Afghanistan,2062,60-64,60,1.0Mio.,1.0Mio.
2365,2365,Afghanistan,2062,65-69,65,1.0Mio.,1.0Mio.
2366,2366,Afghanistan,2062,70-74,70,783.538,870.283
2367,2367,Afghanistan,2062,75-79,75,463.47,556.451
2368,2368,Afghanistan,2062,80-84,80,226.437,301.595
2369,2369,Afghanistan,2062,85-89,85,80.018,119.445
2370,2370,Afghanistan,2062,90-94,90,18.089,32.72
2371,2371,Afghanistan,2062,95-99,95,2.48,5.492
2372,2372,Afghanistan,2062,100+,100,0.093,0.308
2373,2373,Afghanistan,2063,0-4,0,2.0Mio.,2.0Mio.
2374,2374,Afghanistan,2063,5-9,5,2.0Mio.,2.0Mio.
2375,2375,Afghanistan,2063,10-14,10,2.0Mio.,2.0Mio.
2376,2376,Afghanistan,2063,15-19,15,2.0Mio.,2.0Mio.
2377,2377,Afghanistan,2063,20-24,20,2.0Mio.,2.0Mio.
2378,2378,Afghanistan,2063,25-29,25,2.0Mio.,2.0Mio.
2379,2379,Afghanistan,2063,30-34,30,2.0Mio.,2.0Mio.
2380,2380,Afghanistan,2063,35-39,35,2.0Mio.,2.0Mio.
2381,2381,Afghanistan,2063,40-44,40,2.0Mio.,2.0Mio.
2382,2382,Afghanistan,2063,45-49,45,2.0Mio.,2.0Mio.
2383,2383,Afghanistan,2063,50-54,50,2.0Mio.,2.0Mio.
2384,2384,Afghanistan,2063,55-59,55,2.0Mio.,2.0Mio.
2385,2385,Afghanistan,2063,60-64,60,1.0Mio.,1.0Mio.
2386,2386,Afghanistan,2063,65-69,65,1.0Mio.,1.0Mio.
2387,2387,Afghanistan,2063,70-74,70,817.608,915.761
2388,2388,Afghanistan,2063,75-79,75,482.12,577.192
2389,2389,Afghanistan,2063,80-84,80,236.294,318.135
2390,2390,Afghanistan,2063,85-89,85,83.855,125.479
2391,2391,Afghanistan,2063,90-94,90,19.432,34.924
2392,2392,Afghanistan,2063,95-99,95,2.96,6.42
2393,2393,Afghanistan,2063,100+,100,0.098,0.332
2394,2394,Afghanistan,2064,0-4,0,2.0Mio.,2.0Mio.
2395,2395,Afghanistan,2064,5-9,5,2.0Mio.,2.0Mio.
2396,2396,Afghanistan,2064,10-14,10,2.0Mio.,2.0Mio.
2397,2397,Afghanistan,2064,15-19,15,2.0Mio.,2.0Mio.
2398,2398,Afghanistan,2064,20-24,20,2.0Mio.,2.0Mio.
2399,2399,Afghanistan,2064,25-29,25,2.0Mio.,2.0Mio.
2400,2400,Afghanistan,2064,30-34,30,2.0Mio.,2.0Mio.
2401,2401,Afghanistan,2064,35-39,35,2.0Mio.,2.0Mio.
2402,2402,Afghanistan,2064,40-44,40,2.0Mio.,2.0Mio.
2403,2403,Afghanistan,2064,45-49,45,2.0Mio.,2.0Mio.
2404,2404,Afghanistan,2064,50-54,50,2.0Mio.,2.0Mio.
2405,2405,Afghanistan,2064,55-59,55,2.0Mio.,2.0Mio.
2406,2406,Afghanistan,2064,60-64,60,1.0Mio.,1.0Mio.
2407,2407,Afghanistan,2064,65-69,65,1.0Mio.,1.0Mio.
2408,2408,Afghanistan,2064,70-74,70,856.252,966.754
2409,2409,Afghanistan,2064,75-79,75,502.858,602.985
2410,2410,Afghanistan,2064,80-84,80,245.245,333.97
2411,2411,Afghanistan,2064,85-89,85,85.925,130.902
2412,2412,Afghanistan,2064,90-94,90,19.4,35.556
2413,2413,Afghanistan,2064,95-99,95,2.875,6.445
2414,2414,Afghanistan,2064,100+,100,0.103,0.358
2415,2415,Afghanistan,2065,0-4,0,2.0Mio.,2.0Mio.
2416,2416,Afghanistan,2065,5-9,5,2.0Mio.,2.0Mio.
2417,2417,Afghanistan,2065,10-14,10,2.0Mio.,2.0Mio.
2418,2418,Afghanistan,2065,15-19,15,2.0Mio.,2.0Mio.
2419,2419,Afghanistan,2065,20-24,20,2.0Mio.,2.0Mio.
2420,2420,Afghanistan,2065,25-29,25,2.0Mio.,2.0Mio.
2421,2421,Afghanistan,2065,30-34,30,2.0Mio.,2.0Mio.
2422,2422,Afghanistan,2065,35-39,35,2.0Mio.,2.0Mio.
2423,2423,Afghanistan,2065,40-44,40,2.0Mio.,2.0Mio.
2424,2424,Afghanistan,2065,45-49,45,2.0Mio.,2.0Mio.
2425,2425,Afghanistan,2065,50-54,50,2.0Mio.,2.0Mio.
2426,2426,Afghanistan,2065,55-59,55,2.0Mio.,2.0Mio.
2427,2427,Afghanistan,2065,60-64,60,1.0Mio.,1.0Mio.
2428,2428,Afghanistan,2065,65-69,65,1.0Mio.,1.0Mio.
2429,2429,Afghanistan,2065,70-74,70,900.114,1.0Mio.
2430,2430,Afghanistan,2065,75-79,75,526.34,635.047
2431,2431,Afghanistan,2065,80-84,80,253.937,349.419
2432,2432,Afghanistan,2065,85-89,85,86.477,136.324
2433,2433,Afghanistan,2065,90-94,90,17.47,34.502
2434,2434,Afghanistan,2065,95-99,95,1.897,5.078
2435,2435,Afghanistan,2065,100+,100,0.109,0.387
2436,2436,Afghanistan,2066,0-4,0,2.0Mio.,2.0Mio.
2437,2437,Afghanistan,2066,5-9,5,2.0Mio.,2.0Mio.
2438,2438,Afghanistan,2066,10-14,10,2.0Mio.,2.0Mio.
2439,2439,Afghanistan,2066,15-19,15,2.0Mio.,2.0Mio.
2440,2440,Afghanistan,2066,20-24,20,2.0Mio.,2.0Mio.
2441,2441,Afghanistan,2066,25-29,25,2.0Mio.,2.0Mio.
2442,2442,Afghanistan,2066,30-34,30,2.0Mio.,2.0Mio.
2443,2443,Afghanistan,2066,35-39,35,2.0Mio.,2.0Mio.
2444,2444,Afghanistan,2066,40-44,40,2.0Mio.,2.0Mio.
2445,2445,Afghanistan,2066,45-49,45,2.0Mio.,2.0Mio.
2446,2446,Afghanistan,2066,50-54,50,2.0Mio.,2.0Mio.
2447,2447,Afghanistan,2066,55-59,55,2.0Mio.,2.0Mio.
2448,2448,Afghanistan,2066,60-64,60,1.0Mio.,1.0Mio.
2449,2449,Afghanistan,2066,65-69,65,1.0Mio.,1.0Mio.
2450,2450,Afghanistan,2066,70-74,70,939.946,1.0Mio.
2451,2451,Afghanistan,2066,75-79,75,549.278,664.508
2452,2452,Afghanistan,2066,80-84,80,268.133,365.168
2453,2453,Afghanistan,2066,85-89,85,95.832,149.686
2454,2454,Afghanistan,2066,90-94,90,21.165,40.313
2455,2455,Afghanistan,2066,95-99,95,2.358,6.041
2456,2456,Afghanistan,2066,100+,100,0.115,0.419
2457,2457,Afghanistan,2067,0-4,0,2.0Mio.,2.0Mio.
2458,2458,Afghanistan,2067,5-9,5,2.0Mio.,2.0Mio.
2459,2459,Afghanistan,2067,10-14,10,2.0Mio.,2.0Mio.
2460,2460,Afghanistan,2067,15-19,15,2.0Mio.,2.0Mio.
2461,2461,Afghanistan,2067,20-24,20,2.0Mio.,2.0Mio.
2462,2462,Afghanistan,2067,25-29,25,2.0Mio.,2.0Mio.
2463,2463,Afghanistan,2067,30-34,30,2.0Mio.,2.0Mio.
2464,2464,Afghanistan,2067,35-39,35,2.0Mio.,2.0Mio.
2465,2465,Afghanistan,2067,40-44,40,2.0Mio.,2.0Mio.
2466,2466,Afghanistan,2067,45-49,45,2.0Mio.,2.0Mio.
2467,2467,Afghanistan,2067,50-54,50,2.0Mio.,2.0Mio.
2468,2468,Afghanistan,2067,55-59,55,2.0Mio.,2.0Mio.
2469,2469,Afghanistan,2067,60-64,60,1.0Mio.,1.0Mio.
2470,2470,Afghanistan,2067,65-69,65,1.0Mio.,1.0Mio.
2471,2471,Afghanistan,2067,70-74,70,983.559,1.0Mio.
2472,2472,Afghanistan,2067,75-79,75,572.729,697.686
2473,2473,Afghanistan,2067,80-84,80,280.661,379.587
2474,2474,Afghanistan,2067,85-89,85,102.904,161.252
2475,2475,Afghanistan,2067,90-94,90,23.972,44.541
2476,2476,Afghanistan,2067,95-99,95,3.196,7.646
2477,2477,Afghanistan,2067,100+,100,0.121,0.454
2478,2478,Afghanistan,2068,0-4,0,2.0Mio.,2.0Mio.
2479,2479,Afghanistan,2068,5-9,5,2.0Mio.,2.0Mio.
2480,2480,Afghanistan,2068,10-14,10,2.0Mio.,2.0Mio.
2481,2481,Afghanistan,2068,15-19,15,2.0Mio.,2.0Mio.
2482,2482,Afghanistan,2068,20-24,20,2.0Mio.,2.0Mio.
2483,2483,Afghanistan,2068,25-29,25,2.0Mio.,2.0Mio.
2484,2484,Afghanistan,2068,30-34,30,2.0Mio.,2.0Mio.
2485,2485,Afghanistan,2068,35-39,35,2.0Mio.,2.0Mio.
2486,2486,Afghanistan,2068,40-44,40,2.0Mio.,2.0Mio.
2487,2487,Afghanistan,2068,45-49,45,2.0Mio.,2.0Mio.
2488,2488,Afghanistan,2068,50-54,50,2.0Mio.,2.0Mio.
2489,2489,Afghanistan,2068,55-59,55,2.0Mio.,2.0Mio.
2490,2490,Afghanistan,2068,60-64,60,1.0Mio.,1.0Mio.
2491,2491,Afghanistan,2068,65-69,65,1.0Mio.,1.0Mio.
2492,2492,Afghanistan,2068,70-74,70,1.0Mio.,1.0Mio.
2493,2493,Afghanistan,2068,75-79,75,598.046,735.39
2494,2494,Afghanistan,2068,80-84,80,292.166,394.793
2495,2495,Afghanistan,2068,85-89,85,107.205,170.151
2496,2496,Afghanistan,2068,90-94,90,25.829,47.67
2497,2497,Afghanistan,2068,95-99,95,3.821,8.902
2498,2498,Afghanistan,2068,100+,100,0.128,0.493
2499,2499,Afghanistan,2069,0-4,0,2.0Mio.,2.0Mio.
2500,2500,Afghanistan,2069,5-9,5,2.0Mio.,2.0Mio.
2501,2501,Afghanistan,2069,10-14,10,2.0Mio.,2.0Mio.
2502,2502,Afghanistan,2069,15-19,15,2.0Mio.,2.0Mio.
2503,2503,Afghanistan,2069,20-24,20,2.0Mio.,2.0Mio.
2504,2504,Afghanistan,2069,25-29,25,2.0Mio.,2.0Mio.
2505,2505,Afghanistan,2069,30-34,30,2.0Mio.,2.0Mio.
2506,2506,Afghanistan,2069,35-39,35,2.0Mio.,2.0Mio.
2507,2507,Afghanistan,2069,40-44,40,2.0Mio.,2.0Mio.
2508,2508,Afghanistan,2069,45-49,45,2.0Mio.,2.0Mio.
2509,2509,Afghanistan,2069,50-54,50,2.0Mio.,2.0Mio.
2510,2510,Afghanistan,2069,55-59,55,2.0Mio.,2.0Mio.
2511,2511,Afghanistan,2069,60-64,60,1.0Mio.,2.0Mio.
2512,2512,Afghanistan,2069,65-69,65,1.0Mio.,1.0Mio.
2513,2513,Afghanistan,2069,70-74,70,1.0Mio.,1.0Mio.
2514,2514,Afghanistan,2069,75-79,75,626.674,778.362
2515,2515,Afghanistan,2069,80-84,80,303.435,412.942
2516,2516,Afghanistan,2069,85-89,85,109.354,177.156
2517,2517,Afghanistan,2069,90-94,90,25.781,48.869
2518,2518,Afghanistan,2069,95-99,95,3.732,8.993
2519,2519,Afghanistan,2069,100+,100,0.135,0.534
2520,2520,Afghanistan,2070,0-4,0,2.0Mio.,2.0Mio.
2521,2521,Afghanistan,2070,5-9,5,2.0Mio.,2.0Mio.
2522,2522,Afghanistan,2070,10-14,10,2.0Mio.,2.0Mio.
2523,2523,Afghanistan,2070,15-19,15,2.0Mio.,2.0Mio.
2524,2524,Afghanistan,2070,20-24,20,2.0Mio.,2.0Mio.
2525,2525,Afghanistan,2070,25-29,25,2.0Mio.,2.0Mio.
2526,2526,Afghanistan,2070,30-34,30,2.0Mio.,2.0Mio.
2527,2527,Afghanistan,2070,35-39,35,2.0Mio.,2.0Mio.
2528,2528,Afghanistan,2070,40-44,40,2.0Mio.,2.0Mio.
2529,2529,Afghanistan,2070,45-49,45,2.0Mio.,2.0Mio.
2530,2530,Afghanistan,2070,50-54,50,2.0Mio.,2.0Mio.
2531,2531,Afghanistan,2070,55-59,55,2.0Mio.,2.0Mio.
2532,2532,Afghanistan,2070,60-64,60,2.0Mio.,2.0Mio.
2533,2533,Afghanistan,2070,65-69,65,1.0Mio.,1.0Mio.
2534,2534,Afghanistan,2070,70-74,70,1.0Mio.,1.0Mio.
2535,2535,Afghanistan,2070,75-79,75,659.468,826.931
2536,2536,Afghanistan,2070,80-84,80,315.356,435.357
2537,2537,Afghanistan,2070,85-89,85,109.716,182.754
2538,2538,Afghanistan,2070,90-94,90,23.216,48.206
2539,2539,Afghanistan,2070,95-99,95,2.503,7.277
2540,2540,Afghanistan,2070,100+,100,0.142,0.579
2541,2541,Afghanistan,2071,0-4,0,2.0Mio.,2.0Mio.
2542,2542,Afghanistan,2071,5-9,5,2.0Mio.,2.0Mio.
2543,2543,Afghanistan,2071,10-14,10,2.0Mio.,2.0Mio.
2544,2544,Afghanistan,2071,15-19,15,2.0Mio.,2.0Mio.
2545,2545,Afghanistan,2071,20-24,20,2.0Mio.,2.0Mio.
2546,2546,Afghanistan,2071,25-29,25,2.0Mio.,2.0Mio.
2547,2547,Afghanistan,2071,30-34,30,2.0Mio.,2.0Mio.
